company_id,company_slug,batch,batch_code,year,subindustry,industry,subindustry_child
23612,terra-api,Winter 2021,W21,2021.0,"B2B -> Engineering, Product and Design",B2B,"Engineering, Product and Design"
22958,text-blaze,Winter 2021,W21,2021.0,B2B -> Productivity,B2B,Productivity
22624,the-third-place,Winter 2021,W21,2021.0,B2B -> Retail,B2B,Retail
23053,tilt-2,Winter 2021,W21,2021.0,Consumer,Consumer,
23064,tint,Winter 2021,W21,2021.0,Fintech -> Insurance,Fintech,Insurance
22854,topkey,Winter 2021,W21,2021.0,B2B -> Finance and Accounting,B2B,Finance and Accounting
22991,topline-pro,Winter 2021,W21,2021.0,B2B -> Operations,B2B,Operations
23017,tractian,Winter 2021,W21,2021.0,Industrials,Industrials,
23357,treinta,Winter 2021,W21,2021.0,B2B -> Productivity,B2B,Productivity
22952,trela,Winter 2021,W21,2021.0,Consumer,Consumer,
22968,trendpop,Winter 2021,W21,2021.0,B2B -> Analytics,B2B,Analytics
22618,trestle-biotherapeutics,Winter 2021,W21,2021.0,Healthcare -> Industrial Bio,Healthcare,Industrial Bio
23539,triomics,Winter 2021,W21,2021.0,Healthcare -> Healthcare Services,Healthcare,Healthcare Services
