city,batch,count,batch_order,total_companies,share_pct
"San Diego, USA",Winter 2018,2,20180,146,1.37
"San Diego, USA",Summer 2018,1,20182,131,0.76
"San Diego, USA",Winter 2019,1,20190,194,0.52
"San Diego, USA",Summer 2019,1,20192,176,0.57
"San Diego, USA",Winter 2020,1,20200,228,0.44
"San Diego, USA",Summer 2020,1,20202,209,0.48
"San Diego, USA",Winter 2021,3,20210,336,0.89
"San Diego, USA",Summer 2021,2,20212,391,0.51
"San Diego, USA",Winter 2022,1,20220,398,0.25
"San Diego, USA",Summer 2022,2,20222,234,0.85
"San Diego, USA",Summer 2023,1,20232,220,0.45
"San Diego, USA",Fall 2025,1,20253,146,0.68
"San Diego, USA",Winter 2026,1,20260,199,0.5
"San Francisco, USA",Summer 2005,4,20052,9,44.44
"San Francisco, USA",Winter 2006,1,20060,7,14.29
"San Francisco, USA",Summer 2006,5,20062,10,50.0
"San Francisco, USA",Winter 2007,9,20070,13,69.23
"San Francisco, USA",Summer 2007,8,20072,19,42.11
"San Francisco, USA",Winter 2008,12,20080,21,57.14
"San Francisco, USA",Summer 2008,9,20082,22,40.91
"San Francisco, USA",Winter 2009,10,20090,16,62.5
"San Francisco, USA",Summer 2009,21,20092,26,80.77
"San Francisco, USA",Winter 2010,20,20100,27,74.07
"San Francisco, USA",Summer 2010,25,20102,36,69.44
"San Francisco, USA",Winter 2011,31,20110,45,68.89
"San Francisco, USA",Summer 2011,46,20112,60,76.67
"San Francisco, USA",Winter 2012,46,20120,66,69.7
"San Francisco, USA",Summer 2012,52,20122,83,62.65
"San Francisco, USA",Winter 2013,34,20130,46,73.91
"San Francisco, USA",Summer 2013,33,20132,52,63.46
"San Francisco, USA",Winter 2014,42,20140,74,56.76
"San Francisco, USA",Summer 2014,39,20142,78,50.0
"San Francisco, USA",Winter 2015,58,20150,110,52.73
"San Francisco, USA",Summer 2015,52,20152,104,50.0
"San Francisco, USA",Winter 2016,60,20160,122,49.18
"San Francisco, USA",Summer 2016,54,20162,102,52.94
"San Francisco, USA",Winter 2017,45,20170,116,38.79
"San Francisco, USA",Summer 2017,60,20172,125,48.0
"San Francisco, USA",Winter 2018,70,20180,146,47.95
"San Francisco, USA",Summer 2018,57,20182,131,43.51
"San Francisco, USA",Winter 2019,73,20190,194,37.63
"San Francisco, USA",Summer 2019,63,20192,176,35.8
"San Francisco, USA",Winter 2020,95,20200,228,41.67
"San Francisco, USA",Summer 2020,75,20202,209,35.89
"San Francisco, USA",Winter 2021,84,20210,336,25.0
"San Francisco, USA",Summer 2021,100,20212,391,25.58
"San Francisco, USA",Winter 2022,105,20220,398,26.38
"San Francisco, USA",Summer 2022,69,20222,234,29.49
"San Francisco, USA",Winter 2023,112,20230,274,40.88
"San Francisco, USA",Summer 2023,99,20232,220,45.0
"San Francisco, USA",Winter 2024,152,20240,248,61.29
"San Francisco, USA",Summer 2024,154,20242,248,62.1
"San Francisco, USA",Fall 2024,55,20243,94,58.51
"San Francisco, USA",Winter 2025,105,20250,166,63.25
"San Francisco, USA",Spring 2025,80,20251,143,55.94
"San Francisco, USA",Summer 2025,115,20252,166,69.28
"San Francisco, USA",Fall 2025,94,20253,146,64.38
"San Francisco, USA",Winter 2026,131,20260,199,65.83
"San Francisco, USA",Spring 2026,157,20261,195,80.51
"San Francisco, USA",Summer 2026,173,20262,235,73.62
"San Francisco, USA",Fall 2026,23,20263,35,65.71
"San Francisco, USA",Winter 2027,1,20270,1,100.0
"San José, Costa Rica",Winter 2022,1,20220,398,0.25
"San Juan, Puerto Rico",Summer 2018,1,20182,131,0.76
"Santa Barbara, USA",Summer 2023,1,20232,220,0.45
"Santa Barbara, USA",Winter 2024,1,20240,248,0.4
"Santa Cruz, USA",Winter 2019,1,20190,194,0.52
"Santiago, Chile",Summer 2018,1,20182,131,0.76
"Santiago, Chile",Winter 2021,4,20210,336,1.19
"Santiago, Chile",Summer 2021,7,20212,391,1.79
"Santiago, Chile",Winter 2022,1,20220,398,0.25
"Santiago, Chile",Summer 2022,1,20222,234,0.43
"Santiago, Chile",Winter 2023,1,20230,274,0.36
"Saratoga Springs, USA",Summer 2017,1,20172,125,0.8
"Seattle, USA",Summer 2005,1,20052,9,11.11
"Seattle, USA",Summer 2006,1,20062,10,10.0
"Seattle, USA",Winter 2008,1,20080,21,4.76
"Seattle, USA",Summer 2010,2,20102,36,5.56
"Seattle, USA",Winter 2013,2,20130,46,4.35
"Seattle, USA",Summer 2013,1,20132,52,1.92
"Seattle, USA",Winter 2014,1,20140,74,1.35
"Seattle, USA",Summer 2014,1,20142,78,1.28
"Seattle, USA",Winter 2015,3,20150,110,2.73
"Seattle, USA",Summer 2015,1,20152,104,0.96
"Seattle, USA",Winter 2016,3,20160,122,2.46
"Seattle, USA",Winter 2017,2,20170,116,1.72
"Seattle, USA",Summer 2017,1,20172,125,0.8
"Seattle, USA",Winter 2018,2,20180,146,1.37
"Seattle, USA",Summer 2018,3,20182,131,2.29
"Seattle, USA",Winter 2019,5,20190,194,2.58
"Seattle, USA",Summer 2019,2,20192,176,1.14
"Seattle, USA",Winter 2020,1,20200,228,0.44
"Seattle, USA",Summer 2020,4,20202,209,1.91
"Seattle, USA",Winter 2021,4,20210,336,1.19
"Seattle, USA",Summer 2021,3,20212,391,0.77
"Seattle, USA",Winter 2022,4,20220,398,1.01
"Seattle, USA",Summer 2022,4,20222,234,1.71
"Seattle, USA",Winter 2023,7,20230,274,2.55
"Seattle, USA",Summer 2023,3,20232,220,1.36
"Seattle, USA",Winter 2024,4,20240,248,1.61
"Seattle, USA",Summer 2024,4,20242,248,1.61
"Seattle, USA",Fall 2024,1,20243,94,1.06
"Seattle, USA",Winter 2025,2,20250,166,1.2
"Seattle, USA",Winter 2026,4,20260,199,2.01
"Seattle, USA",Summer 2026,3,20262,235,1.28
"Seoul, South Korea",Summer 2015,1,20152,104,0.96
"Seoul, South Korea",Summer 2016,1,20162,102,0.98
"Seoul, South Korea",Winter 2017,1,20170,116,0.86
"Seoul, South Korea",Winter 2019,2,20190,194,1.03
"Seoul, South Korea",Winter 2020,1,20200,228,0.44
"Seoul, South Korea",Winter 2021,1,20210,336,0.3
"Seoul, South Korea",Winter 2022,1,20220,398,0.25
"Seoul, South Korea",Summer 2022,1,20222,234,0.43
"Seoul, South Korea",Winter 2025,1,20250,166,0.6
"Seoul, South Korea",Summer 2025,1,20252,166,0.6
"Seoul, South Korea",Spring 2026,1,20261,195,0.51
"Shanghai, China",Winter 2013,1,20130,46,2.17
"Shanghai, China",Summer 2018,1,20182,131,0.76
"Shenzhen, China",Winter 2019,1,20190,194,0.52
"Silver Spring, USA",Winter 2016,1,20160,122,0.82
"Sindh, Pakistan",Summer 2021,1,20212,391,0.26
"Sindh, Pakistan",Winter 2022,1,20220,398,0.25
"Singapore, Singapore",Winter 2015,1,20150,110,0.91
"Singapore, Singapore",Summer 2015,1,20152,104,0.96
"Singapore, Singapore",Summer 2016,1,20162,102,0.98
"Singapore, Singapore",Winter 2017,1,20170,116,0.86
"Singapore, Singapore",Winter 2018,3,20180,146,2.05
"Singapore, Singapore",Summer 2018,1,20182,131,0.76
"Singapore, Singapore",Winter 2019,3,20190,194,1.55
"Singapore, Singapore",Summer 2019,1,20192,176,0.57
"Singapore, Singapore",Winter 2020,1,20200,228,0.44
"Singapore, Singapore",Summer 2020,2,20202,209,0.96
"Singapore, Singapore",Winter 2021,4,20210,336,1.19
"Singapore, Singapore",Summer 2021,12,20212,391,3.07
"Singapore, Singapore",Winter 2022,11,20220,398,2.76
"Singapore, Singapore",Summer 2022,4,20222,234,1.71
"Singapore, Singapore",Winter 2023,2,20230,274,0.73
"Singapore, Singapore",Summer 2023,1,20232,220,0.45
"Singapore, Singapore",Fall 2024,1,20243,94,1.06
"Singapore, Singapore",Winter 2026,1,20260,199,0.5
"Singapore, Singapore",Summer 2026,2,20262,235,0.85
"Singapore, Singapore",Fall 2026,1,20263,35,2.86
"Sofia City Province, Bulgaria",Summer 2021,1,20212,391,0.26
"Sofia City Province, Bulgaria",Summer 2023,1,20232,220,0.45
"Southern Pines, USA",Winter 2021,1,20210,336,0.3
"Southfield, USA",Summer 2007,1,20072,19,5.26
"Springfield, USA",Summer 2022,1,20222,234,0.43
"St. John's, Canada",Summer 2019,2,20192,176,1.14
"St. Louis, USA",Summer 2015,1,20152,104,0.96
"St. Louis, USA",Summer 2019,1,20192,176,0.57
"St. Louis, USA",Summer 2021,1,20212,391,0.26
"St. Petersburg, USA",Summer 2021,1,20212,391,0.26
"State College, USA",Summer 2019,1,20192,176,0.57
"Sterling, USA",Winter 2014,1,20140,74,1.35
"Stockholm, Sweden",Summer 2015,1,20152,104,0.96
"Stockholm, Sweden",Summer 2020,1,20202,209,0.48
"Stockholm, Sweden",Winter 2021,2,20210,336,0.6
"Stockholm, Sweden",Winter 2022,2,20220,398,0.5
"Stockholm, Sweden",Winter 2024,1,20240,248,0.4
"Stockholm, Sweden",Summer 2024,1,20242,248,0.4
"Stockholm, Sweden",Winter 2025,3,20250,166,1.81
"Stockholm, Sweden",Spring 2025,1,20251,143,0.7
"Stockholm, Sweden",Fall 2025,3,20253,146,2.05
"Stockholm, Sweden",Winter 2026,1,20260,199,0.5
"Stockholm, Sweden",Spring 2026,2,20261,195,1.03
"Stockholm, Sweden",Summer 2026,1,20262,235,0.43
"Stuttgart, Germany",Winter 2021,1,20210,336,0.3
"Sunshine Coast, Australia",Winter 2021,1,20210,336,0.3
"Surabaya, Indonesia",Winter 2018,1,20180,146,0.68
"Surat, India",Winter 2023,1,20230,274,0.36
"Sydney, Australia",Summer 2021,2,20212,391,0.51
"Sydney, Australia",Winter 2022,4,20220,398,1.01
"Sydney, Australia",Summer 2022,1,20222,234,0.43
"Sydney, Australia",Winter 2023,1,20230,274,0.36
"Sydney, Australia",Winter 2026,2,20260,199,1.01
"Sydney, Australia",Summer 2026,1,20262,235,0.43
"São José dos Campos, Brazil",Summer 2016,1,20162,102,0.98
"São Paulo, Brazil",Winter 2019,2,20190,194,1.03
"São Paulo, Brazil",Summer 2019,2,20192,176,1.14
"São Paulo, Brazil",Winter 2020,6,20200,228,2.63
"São Paulo, Brazil",Summer 2020,3,20202,209,1.44
"São Paulo, Brazil",Winter 2021,6,20210,336,1.79
"São Paulo, Brazil",Summer 2021,9,20212,391,2.3
"São Paulo, Brazil",Winter 2022,5,20220,398,1.26
"São Paulo, Brazil",Summer 2022,1,20222,234,0.43
"São Paulo, Brazil",Winter 2023,1,20230,274,0.36
"São Paulo, Brazil",Summer 2023,1,20232,220,0.45
"São Paulo, Brazil",Summer 2024,1,20242,248,0.4
"São Paulo, Brazil",Summer 2025,1,20252,166,0.6
"Taguig, Philippines",Summer 2019,1,20192,176,0.57
"Taipei, Taiwan",Summer 2022,1,20222,234,0.43
"Tallinn, Estonia",Winter 2018,1,20180,146,0.68
"Tallinn, Estonia",Winter 2021,1,20210,336,0.3
"Tallinn, Estonia",Summer 2021,1,20212,391,0.26
"Tampa, USA",Winter 2006,1,20060,7,14.29
"Tbilisi, Georgia",Summer 2021,1,20212,391,0.26
"Tbilisi, Georgia",Winter 2022,1,20220,398,0.25
"Tel Aviv-Yafo, Israel",Summer 2015,1,20152,104,0.96
"Tel Aviv-Yafo, Israel",Summer 2016,2,20162,102,1.96
"Tel Aviv-Yafo, Israel",Winter 2017,2,20170,116,1.72
"Tel Aviv-Yafo, Israel",Summer 2017,2,20172,125,1.6
"Tel Aviv-Yafo, Israel",Summer 2018,2,20182,131,1.53
"Tel Aviv-Yafo, Israel",Winter 2019,2,20190,194,1.03
"Tel Aviv-Yafo, Israel",Winter 2020,1,20200,228,0.44
"Tel Aviv-Yafo, Israel",Winter 2021,3,20210,336,0.89
"Tel Aviv-Yafo, Israel",Summer 2021,1,20212,391,0.26
"Tel Aviv-Yafo, Israel",Winter 2022,2,20220,398,0.5
"Tel Aviv-Yafo, Israel",Summer 2022,6,20222,234,2.56
"Tel Aviv-Yafo, Israel",Winter 2023,6,20230,274,2.19
"Tel Aviv-Yafo, Israel",Summer 2023,1,20232,220,0.45
"Tel Aviv-Yafo, Israel",Winter 2025,1,20250,166,0.6
"Tel Aviv-Yafo, Israel",Summer 2026,1,20262,235,0.43
"Temecula, USA",Winter 2023,1,20230,274,0.36
"Tempe, USA",Winter 2021,1,20210,336,0.3
"The Hague, Netherlands",Winter 2022,1,20220,398,0.25
"Tokyo, Japan",Winter 2011,1,20110,45,2.22
"Tokyo, Japan",Summer 2022,1,20222,234,0.43
"Toronto, Canada",Winter 2011,1,20110,45,2.22
"Toronto, Canada",Summer 2011,1,20112,60,1.67
"Toronto, Canada",Winter 2012,1,20120,66,1.52
"Toronto, Canada",Winter 2014,2,20140,74,2.7
"Toronto, Canada",Winter 2015,3,20150,110,2.73
"Toronto, Canada",Summer 2015,3,20152,104,2.88
"Toronto, Canada",Winter 2016,1,20160,122,0.82
"Toronto, Canada",Summer 2016,3,20162,102,2.94
"Toronto, Canada",Winter 2017,2,20170,116,1.72
"Toronto, Canada",Summer 2017,2,20172,125,1.6
"Toronto, Canada",Winter 2018,6,20180,146,4.11
"Toronto, Canada",Summer 2018,2,20182,131,1.53
"Toronto, Canada",Winter 2019,1,20190,194,0.52
"Toronto, Canada",Summer 2019,3,20192,176,1.7
"Toronto, Canada",Winter 2020,5,20200,228,2.19
"Toronto, Canada",Summer 2020,7,20202,209,3.35
"Toronto, Canada",Winter 2021,9,20210,336,2.68
"Toronto, Canada",Summer 2021,8,20212,391,2.05
"Toronto, Canada",Winter 2022,6,20220,398,1.51
"Toronto, Canada",Summer 2022,3,20222,234,1.28
"Toronto, Canada",Winter 2023,1,20230,274,0.36
"Toronto, Canada",Summer 2023,3,20232,220,1.36
"Toronto, Canada",Winter 2024,3,20240,248,1.21
"Toronto, Canada",Summer 2024,1,20242,248,0.4
"Toronto, Canada",Fall 2024,1,20243,94,1.06
"Toronto, Canada",Winter 2025,2,20250,166,1.2
"Toronto, Canada",Spring 2025,1,20251,143,0.7
"Toronto, Canada",Winter 2026,3,20260,199,1.51
"Toronto, Canada",Summer 2026,2,20262,235,0.85
"Toulouse, France",Winter 2022,1,20220,398,0.25
"Traverse City, USA",Winter 2014,1,20140,74,1.35
"Troy, USA",Winter 2015,1,20150,110,0.91
"Truckee, USA",Summer 2021,1,20212,391,0.26
"Truckee, USA",Winter 2022,1,20220,398,0.25
"Uberlândia, Brazil",Summer 2021,1,20212,391,0.26
"United States, ",Winter 2017,1,20170,116,0.86
"United States, ",Winter 2021,1,20210,336,0.3
"Utrecht, Netherlands",Summer 2021,1,20212,391,0.26
"VC, Spain",Winter 2025,1,20250,166,0.6
"Vancouver, Canada",Winter 2008,1,20080,21,4.76
"Vancouver, Canada",Summer 2017,1,20172,125,0.8
"Vancouver, Canada",Winter 2019,1,20190,194,0.52
"Vancouver, Canada",Summer 2020,2,20202,209,0.96
"Vancouver, Canada",Winter 2021,1,20210,336,0.3
"Vancouver, Canada",Summer 2021,2,20212,391,0.51
"Vancouver, Canada",Winter 2022,1,20220,398,0.25
"Vancouver, Canada",Winter 2023,2,20230,274,0.73
"Vancouver, Canada",Winter 2025,2,20250,166,1.2
"Vancouver, Canada",Summer 2025,1,20252,166,0.6
"Victoria, Canada",Winter 2014,1,20140,74,1.35
"Victoria, Canada",Summer 2019,1,20192,176,0.57
"Victoria, Canada",Winter 2022,1,20220,398,0.25
"Victoria, Canada",Summer 2022,1,20222,234,0.43
"Vienna, Austria",Winter 2021,1,20210,336,0.3
"Vienna, Austria",Summer 2022,1,20222,234,0.43
"Vienna, Austria",Fall 2025,1,20253,146,0.68
"Villanova, USA",Summer 2020,1,20202,209,0.48
"Vilnius, Lithuania",Winter 2021,1,20210,336,0.3
"Wallingford, USA",Summer 2005,1,20052,9,11.11
"Walnut, USA",Summer 2017,1,20172,125,0.8
"Warsaw, Poland",Summer 2018,1,20182,131,0.76
"Warsaw, Poland",Winter 2021,2,20210,336,0.6
"Washington, USA",Summer 2014,1,20142,78,1.28
"Washington, USA",Winter 2015,1,20150,110,0.91
"Washington, USA",Summer 2015,1,20152,104,0.96
"Washington, USA",Winter 2016,1,20160,122,0.82
"Washington, USA",Winter 2018,2,20180,146,1.37
"Washington, USA",Summer 2018,1,20182,131,0.76
"Washington, USA",Summer 2021,1,20212,391,0.26
"Washington, USA",Winter 2022,2,20220,398,0.5
"Washington, USA",Summer 2022,1,20222,234,0.43
"Washington, USA",Summer 2024,3,20242,248,1.21
"Washington, USA",Winter 2026,1,20260,199,0.5
"Washington, USA",Summer 2026,1,20262,235,0.43
"Waterloo, Canada",Summer 2012,1,20122,83,1.2
"Waterloo, Canada",Summer 2014,2,20142,78,2.56
"Waterloo, Canada",Winter 2018,1,20180,146,0.68
"Waterloo, Canada",Summer 2018,1,20182,131,0.76
"Waterloo, Canada",Winter 2019,2,20190,194,1.03
"Waterloo, Canada",Summer 2019,1,20192,176,0.57
"Waterloo, Canada",Winter 2020,1,20200,228,0.44
"Waterloo, Canada",Winter 2022,1,20220,398,0.25
"Waterloo, Canada",Fall 2026,1,20263,35,2.86
"West Java, Indonesia",Winter 2020,1,20200,228,0.44
"White Rock, Canada",Summer 2023,1,20232,220,0.45
"Williamsburg, USA",Summer 2020,1,20202,209,0.48
"Wilmington, USA",Winter 2022,2,20220,398,0.5
"Wilmington, USA",Winter 2023,1,20230,274,0.36
"Winnipeg, Canada",Winter 2020,1,20200,228,0.44
"Winston-Salem, USA",Summer 2019,1,20192,176,0.57
"ZH, Switzerland",Winter 2023,1,20230,274,0.36
"ZH, Switzerland",Spring 2025,1,20251,143,0.7
"Zagreb, Croatia",Winter 2021,2,20210,336,0.6
"Zapopan, Mexico",Winter 2016,1,20160,122,0.82
"Zapopan, Mexico",Summer 2017,1,20172,125,0.8
"Zapopan, Mexico",Winter 2021,1,20210,336,0.3
"Zug, Switzerland",Summer 2023,1,20232,220,0.45
"Zürich, Switzerland",Summer 2021,1,20212,391,0.26
"Zürich, Switzerland",Summer 2022,2,20222,234,0.85
"Zürich, Switzerland",Winter 2023,1,20230,274,0.36
"Zürich, Switzerland",Winter 2025,1,20250,166,0.6
"Zürich, Switzerland",Summer 2026,1,20262,235,0.43
